study,dataset,variable,instrument,question,item
scp,pgen,pglfs_scp,2021_1,Q34,pedu01
scp,pgen,pglfs_scp,2021_1,Q35,pedu02
scp,pgen,pglfs_scp,2021_2,Q30,pempstat
scp,pgen,pglfs_scp,2021_2,Q39,ppaidwork
scp,pgen,pgmegp081_scp,2021_2,Q19m,pmotherocc01
scp,pgen,pgmegp081_scp,2021_2,Q19m_a,pmotherocc02
scp,pgen,pgmegp081_scp,2021_2,Q19m_b,pmotherocc03
scp,pgen,pgmegp081_scp,2021_2,Q19m_c,pmotherocc04
scp,pgen,pgmegp081_scp,2021_2,Q19m_d,pmotherocc05
scp,pgen,pgmegp081_scp,2021_2,Q20m,pmoccupation
scp,pgen,pgmisco08_scp,2021_2,Q20m,pmoccupation
scp,pgen,pgmisco88_scp,2021_2,Q20m,pmoccupation
scp,pgen,pgmisei08_scp,2021_2,Q20m,pmoccupation
scp,pgen,pgmisei88_scp,2021_2,Q20m,pmoccupation
scp,pgen,pgmmps08_scp,2021_2,Q20m,pmoccupation
scp,pgen,pgmode,2021_1,pgmode,pgmode
scp,pgen,pgmode,2021_2,pgmode,pgmode
scp,pgen,pgmonth,2021_1,interviewdatum,interviewdatum
scp,pgen,pgmonth,2021_2,interviewdatum,interviewdatum
scp,pgen,pgmps08_scp,2021_1,Q40,poccupation
scp,pgen,pgmsiops08_scp,2021_2,Q20m,pmoccupation
scp,pgen,pgnation_scp,2021_1,Q16a,pnation01
scp,pgen,pgnation_scp,2021_1,Q16b,pnatoth
scp,pgen,pgpiyear,2021_1,interviewdatum,interviewdatum
scp,pgen,pgpiyear,2021_2,interviewdatum,interviewdatum
scp,pgen,pgsiops08_scp,2021_1,Q40,poccupation
scp,pgen,pgstib1_scp,2021_1,Q36,pempstat1
scp,pgen,pgstib1_scp,2021_1,Q41,poccstat
scp,pgen,pgstib1_scp,2021_1,Q42,pselfemp
scp,pgen,pgstib1_scp,2021_1,Q43,pcivil
scp,pgen,pgstib1_scp,2021_1,Q44,pempl
scp,pgen,pgstib1_scp,2021_1,Q45,pworker
scp,pgen,pgstib_scp,2021_1,Q36,pempstat1
scp,pgen,pgstib_scp,2021_1,Q41,poccstat
scp,pgen,pgstib_scp,2021_1,Q42,pselfemp
scp,pgen,pgstib_scp,2021_1,Q43,pcivil
scp,pgen,pgstib_scp,2021_1,Q44,pempl
scp,pgen,pgstib_scp,2021_1,Q45,pworker
scp,pgen,pgstib_scp,2021_2,Q30,pempstat
scp,pgen,pgstib_scp,2021_2,Q36,pfirmsize
scp,pgen,restype,2021_1,restype,restype
scp,pgen,restype,2021_2,restype,restype
scp,ppath,corigin_scp,2021_1,Q15a,porigin
scp,ppath,corigin_scp,2021_1,Q15b,pothcount
scp,ppath,corigin_scp,2021_1,Q15c,pgermstay
scp,ppath,corigin_scp,2021_1,Q16b,pnatoth
scp,ppath,gebjahr,2021_1,Q6,pbirthyear
scp,ppath,gebjahr,2021_2,Q49,pbirthyear
scp,ppath,germborn,2021_1,Q15a,porigin
scp,ppath,germborn,2021_1,Q15c,pgermstay
scp,ppath,immiyear,2021_1,Q15a,porigin
scp,ppath,immiyear,2021_1,Q15c,pgermstay
scp,ppath,migback_scp,2021_1,Q15a,porigin
scp,ppath,migback_scp,2021_1,Q16a,pnation02
scp,ppath,migback_scp,2021_1,Q17,pmigback01
scp,ppath,migback_scp,2021_1,Q17,pmigback02
scp,ppath,sex_scp,2021_1,Q5,pgender
scp,ppath,sex_scp,2021_2,Q50,pgender
